NombreLeccion,CanalYouTube,UrlYouTube,CursoNombre,CursoUrl,CursoId,LeccionId
"Ordenar, copiar y eliminar diapositivas",Nautai,https://youtube.com/watch?v=A9d7pnEv4ec,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141523
Insertar y personalizar diagramas,Nautai,https://youtube.com/watch?v=D_vJAORYv4g,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141528
Insertar y ver notas y comentarios,Nautai,https://youtube.com/watch?v=TpSnJn6zdhk,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141533
Cómo descargar Revit,NAYAR Ingenieria y Construcción,https://youtube.com/watch?v=UxnKpvMdeN8,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104256
Escenarios de uso en la Computación en la nube,Negocios En Tu Mundo,https://youtube.com/watch?v=tXrUse6caMg,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159075
Competencias digitales para el futuro de las organizaciones,NegocioStart,https://youtube.com/watch?v=hrc2391UDf0,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,145264
Práctica N°1,Nelson Aranibar,https://youtube.com/watch?v=2SYTFN9ox9E,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111166
Reconocer la interfaz gráfica,Nelson Aranibar,https://youtube.com/watch?v=hDAQpMFOV14,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111162
Crear nuevo documento,Nelson Aranibar,https://youtube.com/watch?v=iiNsKX5a_3w,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111164
Barra de herramientas,Nelson Aranibar,https://youtube.com/watch?v=W30I3m3r2_k,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111165
Introducción a Cisco Packet Tracer,NetTel Academy,https://youtube.com/watch?v=cf3xEny8adg,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,140901
Tipos de direcciones IPv6,Network Hn,https://youtube.com/watch?v=ioB4Qs4uM34,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93898
Uso de CLI para configurar rutas,Network Hn,https://youtube.com/watch?v=Jyk4BeqpPCo,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,163382
Tipos de rutas,Network Warriors,https://youtube.com/watch?v=Duy_P8SwgJ8,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,140994
Configuración y comparación de los protocolos de enrutamiento,Network Warriors,https://youtube.com/watch?v=Duy_P8SwgJ8,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,163377
Introducción a las ACL,Network Warriors,https://youtube.com/watch?v=LhBXKhsmCoo,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,141033
Establecimiento de la conexión TCP,NetworkGeeks,https://youtube.com/watch?v=084puXRb8nc,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108978
Maximum Segment Size (MSS),NetworkGeeks,https://youtube.com/watch?v=BtzUR_Qv_wY,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108981
3-Way Handshake I,NetworkGeeks,https://youtube.com/watch?v=eBrxNw5PL6s,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108979
Introducción a números de puertos y sockets,NetworkGeeks,https://youtube.com/watch?v=eI46TxziOvw,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108977
Introducción a TCP,NetworkGeeks,https://youtube.com/watch?v=eNuC80Mzy0I,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108975
Confiabilidad e introducción a la ventana,NetworkGeeks,https://youtube.com/watch?v=nxtrJEJAIA4,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108976
3-Way Handshake II,NetworkGeeks,https://youtube.com/watch?v=qRleBEzCxfQ,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108980
Exploración de los directorios y archivos clave en la estructura de NGINX,NGINX,https://youtube.com/watch?v=Y3-q7n_7i8k,Diplomado en Administración de Servidores Web con NGINX,https://edutin.com/curso-de-nginx-4087,4087,158779
Rollo fotográfico,Nico Llasera,https://youtube.com/watch?v=DvuFOchlbNc,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100965
Introducción,Nico Llasera,https://youtube.com/watch?v=U-kGhaFhmwA,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100986
Configuración de conexiones a diferentes proveedores de nube,NICOLAS VALENCIA,https://youtube.com/watch?v=JQb0cWQ9r_I,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159098
Introducción a la gestión de proyectos,NicoPaez,https://youtube.com/watch?v=mfQI4DBGaRg,Diplomado en CRM,https://edutin.com/curso-de-crm-2741,2741,145961
"Relación entre productividad, trabajo remoto y correo electrónico",Noticias Caracol,https://youtube.com/watch?v=qpxT15dfnYo,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141687
Cybersecurity (Seguridad informática),NOVA PBS Official,https://youtube.com/watch?v=sdpxddDzXfE,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92911
Concepto de dirección IP,NubeTecno,https://youtube.com/watch?v=tZnjk3XG2vk,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,146528
Instalación y configuraciones básicas de Nginx,Nucleo Linux Bolivia,https://youtube.com/watch?v=Idxa6s84yBY,Diplomado en Administración de Servidores Web con NGINX,https://edutin.com/curso-de-nginx-4087,4087,158750
Puertas lógicas,Numberphile,https://youtube.com/watch?v=lNuPy-r1GuQ,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92898
Atajos o shortcuts,NZ - Arq,https://youtube.com/watch?v=naS7mye94YM,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104347
Agregar iconos,Officefacil,https://youtube.com/watch?v=KBYkOizeASc,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,146567
Integración de funciones de IA para análisis predictivo,Officefacil,https://youtube.com/watch?v=vo8MC_ICAxU,Diplomado en CRM,https://edutin.com/curso-de-crm-2741,2741,161541
Creación de tablas en PowerPoint,OGMA Consultoría,https://youtube.com/watch?v=N3MrH6v332o,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,146541
Diferencias entre Windows 10 y Windows 11,Omar Castaneda,https://youtube.com/watch?v=W1lONyu3wok,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,147268
Gestión de parches de seguridad Windows,OneTronic1,https://youtube.com/watch?v=WKK5t3sjMmc,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,147226
Hacking vs Pentesting,OpenWebinars,https://youtube.com/watch?v=_mTgAxtRKNg,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108659
¿Qué es XSS?,OpenWebinars,https://youtube.com/watch?v=inCS6PQYu34,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,109044
Autoconfiguración Stateless,OpenWebinars,https://youtube.com/watch?v=MndaZaCo6xk,IPv6 Profesional,https://edutin.com/curso-de-ipv6-3548,3548,143320
Objetivos de IPV6,OpenWebinars,https://youtube.com/watch?v=s-dmjs1PJuU,IPv6 Profesional,https://edutin.com/curso-de-ipv6-3548,3548,143303
HTTrack,OpErs LiNuX - La Red De Los Informáticos,https://youtube.com/watch?v=7g-Dgr2HKYU,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108982
Tipos de metodologías para el desarrollo de proyectos,OPM Integral,https://youtube.com/watch?v=grgqnoQXPs4,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142505
Acceso a Google Drive,Orientación Skolmi,https://youtube.com/watch?v=mSCZORTwrPo,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141467
Modelado con imagen de referencia,Orlando 3D,https://youtube.com/watch?v=U2eX1wmA9JQ,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,147317
Concepto de boceto,Oscar Gil,https://youtube.com/watch?v=8meyLuFm6Bk,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111150
Las artes universales del diseño gráfico,Oscar Valdivieso,https://youtube.com/watch?v=CF_pmIOmnJ0,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111062
Como crear un CRM en Access,Oscar Webmaster,https://youtube.com/watch?v=dY5C-P9L3g8,Diplomado en CRM,https://edutin.com/curso-de-crm-2741,2741,161538
Fotografía artística,OSCARENFOTOS,https://youtube.com/watch?v=tn8ZBNT4jpc,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100902
Insertar citas y bibliografía,Otto Córdova,https://youtube.com/watch?v=eYA0fIhxqM4,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141516
Insertar y ajustar imágenes,Otto Córdova,https://youtube.com/watch?v=idN1p9yQYIQ,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141511
Backups status and configuración Windows 10,Pablo Martinez,https://youtube.com/watch?v=ENgkTKq_Hkc,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,76760
Configuración de conexiones de red para la nube,Pablo Martinez,https://youtube.com/watch?v=krMYoSPjO3g,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159095
Navegación y estructura de la interfaz,Pablo Martinez,https://youtube.com/watch?v=qr6YOOoMpLY,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158835
Herramientas de migración,Pablo Martinez,https://youtube.com/watch?v=Ur1G5YdEbis,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,153700
Footprinting,Paco Sepulveda,https://youtube.com/watch?v=yrRgb9KvmW0,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,109040
Interfaz de Docs,Para innovadores SSermeño,https://youtube.com/watch?v=qqtOQFnE844,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141504
Fundamentos de Cloud y Virtualización,Paulo Colomés,https://youtube.com/watch?v=Tp9GVi7djvQ,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93905
Concepto y aplicación de redes en Docker,Pelado Nerd,https://youtube.com/watch?v=BNHNMoSJz4g,Docker Profesional,https://edutin.com/curso-de-docker-3986,3986,152164
Dockerfile,Pelado Nerd,https://youtube.com/watch?v=X6YU0q8fBFc,Docker Profesional,https://edutin.com/curso-de-docker-3986,3986,152158
Proceso de instalación de Nano Server,Peter Chirinos,https://youtube.com/watch?v=H8Vu5VD9490,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158135
Herramientas para efectos,Phicsion,https://youtube.com/watch?v=-78EJGmbrnk,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144736
Ajustes necesarios para filmar con cámara réflex digital,Photogram Spot,https://youtube.com/watch?v=TQSWO6bFFMQ,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,104077
Principios de la animación,Pildorea,https://youtube.com/watch?v=a6Ts93tsTZU,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,91249
Múltiple exposición,Pintando con luz,https://youtube.com/watch?v=FXOFPXcGQmk,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100974
Los errores de seguridad informática más comunes en las empresas,Platzi Creators,https://youtube.com/watch?v=OYRrvcL0oAw,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,109050
Tips de seguridad informática para proteger la empresa,Platzi,https://youtube.com/watch?v=YMuhhCH_Gv8,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,109049
Menú insertar,PlayTIC - Soluciones Informáticas,https://youtube.com/watch?v=RcdyxqDWHsI,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,146537
Los roles para gestionar los proyectos,PMPeople,https://youtube.com/watch?v=GabaghqnpVk,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142518
IPv6,Poder Tecnología,https://youtube.com/watch?v=z1-OTZd3J5k,IPv6 Profesional,https://edutin.com/curso-de-ipv6-3548,3548,75835
Conociendo el enrutamiento estático,Portal Mecatrónica,https://youtube.com/watch?v=5kuar2gMIAA,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,140995
Conocer la información de un archivo,Princippia Formación y Consultoría,https://youtube.com/watch?v=_7Rt2QYmMIM,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141482
Crear accesos directos de un archivo,Princippia Formación y Consultoría,https://youtube.com/watch?v=_EixVfxbb3E,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144673
Descargar el contenido de una carpeta,Princippia Formación y Consultoría,https://youtube.com/watch?v=0v_mzvsMDF8,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144653
Roles en Drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=1JsvyUhFPgk,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141486
Usar los grupos en drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=3blQ3INm_EU,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144682
Mover una carpeta,Princippia Formación y Consultoría,https://youtube.com/watch?v=6a0KRb_L7yo,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144651
Trabajar con varias cuentas de Google drive o Gmail a la vez,Princippia Formación y Consultoría,https://youtube.com/watch?v=7k45Ga3dmsA,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144685
Asignar color a una carpeta,Princippia Formación y Consultoría,https://youtube.com/watch?v=7rOMcRW9DXw,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144652
Configurar con quién compartir en Drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=91MqT-jFa2Q,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141487
Acceder a una carpeta de Google drive desde escritorio,Princippia Formación y Consultoría,https://youtube.com/watch?v=9BkRTQGtO0A,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144687
Subir una carpeta a la nube,Princippia Formación y Consultoría,https://youtube.com/watch?v=aWOkINi0ITU,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144655
Subir un archivo a Google drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=btRCZbslB88,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144668
Buscar en Google drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=e3df5DOzHgc,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144677
Añade más seguridad en tu cuenta,Princippia Formación y Consultoría,https://youtube.com/watch?v=E4jORZGyGGQ,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144681
Subir varios archivos a la vez,Princippia Formación y Consultoría,https://youtube.com/watch?v=Ff-3RAucDbE,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144670
Utilizar drive sin conexión,Princippia Formación y Consultoría,https://youtube.com/watch?v=fJ5NfMFwoAQ,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144678
Navegación anónima en equipos compartidos,Princippia Formación y Consultoría,https://youtube.com/watch?v=FMxuFFQntkY,Google Drive,https://edutin.com/curso-de-drive-3988,3988,89297
Permisos especiales para lectores,Princippia Formación y Consultoría,https://youtube.com/watch?v=fO5TJBbxNr4,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141491
Subir fotos desde mi móvil o Tablet,Princippia Formación y Consultoría,https://youtube.com/watch?v=hJURxiw_ZHc,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144684
Conectar aplicaciones externas,Princippia Formación y Consultoría,https://youtube.com/watch?v=hnZQJXCpArQ,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144683
Añadir archivos compartidos conmigo,Princippia Formación y Consultoría,https://youtube.com/watch?v=HYlnc8VFugs,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141495
Mover archivos en drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=iuz0onkuJLk,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144671
Subir un archivo de Microsoft office,Princippia Formación y Consultoría,https://youtube.com/watch?v=kffUkaxFmew,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144669
Cambiar el aspecto a Google drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=ktwQA7O7384,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144688
Distribuir copias en drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=lguMukRN80Y,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144680
Recuperar un archivo o carpeta borrada,Princippia Formación y Consultoría,https://youtube.com/watch?v=LPTTem6UC_I,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141483
Transferir la propiedad de un archivo,Princippia Formación y Consultoría,https://youtube.com/watch?v=m-bVYH0OSkU,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141496
Configurar cómo compartir,Princippia Formación y Consultoría,https://youtube.com/watch?v=m9sysDv8q2k,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141488
Crear una subcarpeta,Princippia Formación y Consultoría,https://youtube.com/watch?v=MG03oGtwt58,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144650
Las cuatro preguntas para compartir,Princippia Formación y Consultoría,https://youtube.com/watch?v=Mj_Ewdp3pRw,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144675
Activar las notificaciones en drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=mjKFRy8F-V4,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144679
Eliminar una carpeta,Princippia Formación y Consultoría,https://youtube.com/watch?v=n9vGF-NxkI4,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144654
Configurar cuándo compartir,Princippia Formación y Consultoría,https://youtube.com/watch?v=NBgwlq_DA-s,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141489
Control de los archivos compartidos,Princippia Formación y Consultoría,https://youtube.com/watch?v=NLdhO17Vp-M,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141494
Ejemplo de cómo compartir un archivo,Princippia Formación y Consultoría,https://youtube.com/watch?v=p5mO7mFyONY,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141492
Ejemplo de cómo compartir un archivo públicamente,Princippia Formación y Consultoría,https://youtube.com/watch?v=p5mO7mFyONY,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144676
Crear una carpeta en Google drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=PS3S7ca-VMc,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144649
Utilizar Google keep para corregir el trabajo de tus alumnos,Princippia Formación y Consultoría,https://youtube.com/watch?v=RJuY8_IC7io,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144689
Crear una copia de un archivo,Princippia Formación y Consultoría,https://youtube.com/watch?v=rTbYkEqdYYA,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144672
Copiar carpetas en Google drive,Princippia Formación y Consultoría,https://youtube.com/watch?v=S-aQj6-waJU,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144656
Eliminar un archivo o carpeta,Princippia Formación y Consultoría,https://youtube.com/watch?v=TguAWOgro60,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144674
4 trucos de Google drive que no te puedes perder (2018),Princippia Formación y Consultoría,https://youtube.com/watch?v=tXK-lWl6dhA,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144690
Operaciones básicas con carpetas,Princippia Formación y Consultoría,https://youtube.com/watch?v=U_x30YN9Ikk,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144647
Formato de texto,Princippia Formación y Consultoría,https://youtube.com/watch?v=u01GvB_-YOo,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141506
Permisos especiales para editores,Princippia Formación y Consultoría,https://youtube.com/watch?v=y0JxRvoNzm4,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141490
Herramienta de sincronización pc,Princippia Formación y Consultoría,https://youtube.com/watch?v=yAsQbOtHcuA,Google Drive,https://edutin.com/curso-de-drive-3988,3988,144686
Temas de color,Print Me Some Color,https://youtube.com/watch?v=yTU7tuULMuc,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111262
Desarrollo de proyectos según enfoque PMI,Procem Consultores,https://youtube.com/watch?v=Og7iI31kwPQ,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142584
Definición de PMI,Procem Consultores,https://youtube.com/watch?v=Og7iI31kwPQ,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142752
Concepto de Software,Prof Ronaldo,https://youtube.com/watch?v=bMdJ7gNgpyQ,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,147178
Estructuras de Sistemas Operativos,Prof. Juan Carlos Osses V.,https://youtube.com/watch?v=lzWnmWqVjLo,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,147195
Uso compartido y tecnología Storage Spaces,Profe Carlos Leal,https://youtube.com/watch?v=Mdi2MABn7Ts,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148269
Insertar audios y vídeos,Profe Gauthier,https://youtube.com/watch?v=LrZ_ZYYT6TY,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141532
Obtener plantillas de PowerPoint,Profe Online,https://youtube.com/watch?v=Ssd9_1aoQWI,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,106252
Efecto de texto editable,Profeivan,https://youtube.com/watch?v=i_MJWny44Fc,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111288
Herramienta pluma,Profeivan,https://youtube.com/watch?v=i0b-RB0a-Uw,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111242
Combinaciones tipográficas,Profeivan,https://youtube.com/watch?v=OVDtXaPnZ0E,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111367
El átomo,Profes App,https://youtube.com/watch?v=rMjmAraA9H0,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92873
Escalar objetos,Profesor Carlos Figueroa,https://youtube.com/watch?v=2zyQTT1YSrQ,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111330
Iniciar o crear una presentación en PowerPoint,PROFESOR KUNZ,https://youtube.com/watch?v=Oj8G8OgUiRs,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,106232
La foto de perfil y su cambio,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=1hs_M5BfDbM,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141650
El cambio de número de teléfono,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=705cMO7Jpqs,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141665
Configuración de respuestas automáticas,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=8j6fuiPIcO0,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141666
Eliminar mensajes en Outlook,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=8RxVou6NXYw,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141648
El cambio del nombre en la cuenta,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=aC3XWrka2Yc,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141651
Configuración del idioma,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=Ai7HOlQ63Fs,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141644
Eliminar la cuenta,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=bacVspIRugw,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141649
Importar contactos desde Gmail,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=Cj-3NDhgkgQ,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141669
Enviar archivos adjuntos en Outlook,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=CTnUZ_QTwBM,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141670
Cerrar sesión en Outlook,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=guWzi4AkZro,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141656
Interfaz del programa,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=HJQzXXDmCCY,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141454
Creación de carpetas y registro de la información,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=HkoKgLCD-K8,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141664
Recuperar la contraseña del correo,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=HRJDT-rP_4Q,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141654
Bloqueo de correos no deseados,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=iwr9HiteunU,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141647
Envió de correos pesados,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=iz6lt_a2aCQ,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141675
Cambio del correo alternativo a Outlook,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=KwxuOBYFbxU,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141653
Creación de firmas de correo,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=L0ANCtCG9ys,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141662
Cambio de fecha de nacimiento,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=Liue_aUCB7M,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141652
Copia de seguridad en Outlook,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=nGp8owQLVMk,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141655
Programación del envío de correos,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=oYzXiJPmpYg,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141673
Cancelar el envió del correo,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=PpxEsYmr3_o,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141645
Enviar correos con copia oculta,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=QBS4GgwdqI4,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141672
Exportación e importación de contactos,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=TnhCLZ_AY8c,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141685
Cambio de dirección de correo,"Programación Fácil ,SEO y Marketing",https://youtube.com/watch?v=TPhNCh-tbbo,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141668
